,公司中文名称,评级日期,评级类型,信用评级,评级展望,评级机构代码,债券主体公司id,信用评级说明,前次信用评级,评级变动方向,评级对象类型代码,公告日期
3936,北京市农业融资担保有限公司,2017-07-24,1,AA,"518,003,000",4,9zzkweJ9fX,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,002,001",2017-07-26
3937,山西天然气有限公司,2017-07-20,1,AA+,"518,003,000",13,D850DGuLom,0,AA+,维持,"536,001,001",2017-07-26
3938,重庆三峡担保集团股份有限公司,2017-05-25,1,AA+,"518,003,000",2,6e0o2QbI7Z,0,AA+,维持,"536,002,001",2017-08-31
3939,资兴市成诚投资有限公司,2017-06-21,1,AA,"518,003,000",2,TtzIr7EDwl,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-22
3940,浙江省浙商资产管理有限公司,2017-06-26,1,AA+,"518,003,000",6,1VzdAns8od,0,AA,调高,"536,001,001",2017-06-30
3941,国贸地产集团有限公司,2017-06-27,1,AA,"518,003,000",13,PwXLvVkbwA,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-29
3942,重庆市长寿生态旅业开发有限公司,2017-06-24,1,AA,"518,003,000",14,75005362X,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
3943,大连金玛商城企业集团有限公司,2017-06-14,1,AA,"518,003,000",13,13CA2DA,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-22
3944,永鼎集团有限公司,2017-08-23,1,AA-,"518,003,000",4,602500,0,0,首次,"536,001,001",2017-08-28
3945,永嘉投资集团有限公司,2017-06-24,1,AA,"518,003,000",14,jzHcJv9xN9,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-28
3946,绍兴市上虞区交通投资有限公司,2017-06-18,1,AA,"518,003,000",14,0I9470DD62,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
3947,国家电力投资集团公司,2017-06-28,1,AAA,"518,003,000",2,0S54323D9A,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-29
3948,都江堰兴市集团有限责任公司,2017-06-27,1,AA,"518,003,000",19,YMTIk0ScuH,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,002,001",2017-07-03
3949,四川九洲电器集团有限责任公司,2017-06-27,1,AA,"518,003,000",7,0h4628BB0B,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-07-07
3950,昆山高新集团有限公司,2017-06-28,1,AA+,"518,003,000",2,ugqbyvqNjm,0,AA+,维持,"536,001,001",2017-06-29
3951,重庆龙湖企业拓展有限公司,2017-06-20,1,AAA,"518,003,000",6,1635DBA335,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-06-23
3952,中国诚通控股集团有限公司,2017-09-12,1,AAA,"518,003,000",5,2012910,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-09-14
3953,中国建设银行股份有限公司,2017-06-27,1,AAA,"518,003,000",5,2002175,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-06-28
3954,莱芜城市发展集团有限公司,2017-06-19,1,AA,"518,003,000",19,akl5jjOHg4,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-22
3955,东莞市交通投资集团有限公司,2017-07-28,1,AA+,"518,003,000",2,16B59DC58D,0,AA+,维持,"536,001,001",2017-07-28
3956,北京控股集团有限公司,2017-07-28,1,AAA,"518,003,000",2,163424D011,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-28
3957,北京电子城投资开发集团股份有限公司,2017-08-21,1,AA,"518,003,000",5,1600658,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-08-21
3958,无锡太湖国际科技园投资开发有限公司,2017-06-26,1,AA,"518,003,000",2,vfd2AI0F61,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-28
3959,天津新技术产业园区武清开发区总公司,2017-08-10,1,AA,"518,003,000",4,FJD6HDDZww,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-23
3960,义乌市国有资本运营有限公司,2017-06-30,1,AA+,"518,003,000",2,ovwDQBg8HT,0,AA+,维持,"536,001,001",2017-07-07
3961,哈尔滨好民居建设投资发展有限公司,2017-06-27,1,AA,"518,003,000",13,Bi9C15JnKl,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-28
3962,河钢集团有限公司,2017-09-07,1,AAA,"518,003,000",2,47RA7347AE,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-09-11
3963,三明市交通建设集团有限公司,2017-06-28,1,AA,"518,003,000",2,IHzXYiGqsV,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-29
3964,北京迪信通商贸股份有限公司,2017-06-16,1,AA,"518,003,000",13,2AF7C85080,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-20
3965,贵州省物资集团有限责任公司,2017-08-03,1,AA,"518,003,000",14,lHTc8U9JQa,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-09-01
3966,四川秦巴新城投资集团有限公司,2017-06-21,1,AA,"518,003,000",2,efeRhntod9,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-29
3967,安徽省投资集团控股有限公司,2017-07-27,1,AAA,"518,003,000",4,502039132,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-07-28
3968,国泰君安证券资产管理公司,2014-07-15,5,AA,0,15,fr7Qmxlbfi,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,维持,"536,002,000",2017-07-31
3969,哈尔滨市城市建设投资集团有限公司,2017-06-23,1,AA,"518,003,000",5,3IA56A2C6A,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-27
3970,徐工集团工程机械有限公司,2017-07-25,1,AAA,"518,003,000",2,0g745BBF16,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-26
3971,上海世茂股份有限公司,2017-06-23,1,AA,"518,003,000",4,1600823,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-26
3972,浙江禾城农村商业银行股份有限公司,2017-06-16,1,AA,"518,003,000",19,1572A0,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-07-21
3973,海南海药股份有限公司,2016-11-14,1,AA,"518,003,000",4,1000566,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-21
3974,天津高速公路集团有限公司,2017-07-24,1,AA+,"518,003,000",6,0gF69038FD,0,AA+,维持,"536,001,001",2017-07-24
3975,易事特集团股份有限公司,2017-04-12,1,AA,"518,003,000",7,1AG5028435,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,0,首次,"536,001,001",2017-07-17
3976,武汉市江夏农业集团有限公司,2016-09-01,1,AA,"518,003,000",14,u0qtVbdydS,债务安全性很高，违约风险很低。,0,首次,"536,001,001",2017-08-15
3977,江苏如东农村商业银行股份有限公司,2017-07-31,1,AA-,"518,003,000",19,0F2A306A4D,0,AA-,维持,"536,001,001",2017-07-31
3978,宁夏宝丰能源集团股份有限公司,2017-06-10,1,AA+,"518,003,000",14,sDVJdVOn47,0,AA,调高,"536,001,001",2017-06-28
3979,深圳市海王生物工程股份有限公司,2017-06-13,1,AA,"518,003,000",6,1000078,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,0,首次,"536,001,001",2017-06-22
3980,北京顺鑫控股集团有限公司,2017-07-11,1,AA,"518,003,000",6,0SK3CF860A,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-17
3981,南通新家园农业投资发展有限公司,2017-06-27,1,AA,"518,003,000",5,JErj25t7Li,AA级债属高级债，其还本付息能力很强，基本无风险。,0,首次,"536,001,001",2017-07-11
3982,南通苏通科技产业园控股发展有限公司,2017-06-26,1,AA,"518,003,000",2,697866559,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-26
3983,中国民族证券有限责任公司,2016-07-15,5,C,0,15,502036691,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内一般，风险管理能力与业务规模基本匹配,CCC,调低,"536,002,000",2017-07-31
3984,郑州市建设投资集团有限公司,2017-07-28,1,AA+,"518,003,000",2,TybBoeVg8j,0,AA,调高,"536,001,001",2017-07-31
3985,国泰君安国际控股有限公司,2017-06-22,1,BBB+,"518,003,000",1,4YP5165FA3,目前有足够偿债能力，但若在恶劣的经济条件或外在环境下其偿债能力可能较脆弱,BBB,调高,0,2017-06-26
3986,兖矿集团有限公司,2017-07-27,1,AAA,"518,003,000",5,2007558,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-07-27
3987,光大证券股份有限公司,2017-06-20,1,AAA,"518,003,000",13,0yJ94AEF7F,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,0,首次,"536,001,001",2017-06-28
3988,江铃控股有限公司,2017-07-17,1,AA+,"518,003,000",2,16M88FE8A0,0,AA+,维持,"536,001,001",2017-07-17
3989,扬州广陵经济开发区开发建设有限公司,2017-06-22,1,AA,"518,003,000",7,OhtenmiDSi,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-26
3990,广东省建筑工程集团有限公司,2017-07-27,1,AA+,"518,003,000",5,h5XfQ55y4a,0,AA+,维持,"536,001,001",2017-07-27
3991,中合中小企业融资担保股份有限公司,2017-06-26,1,AAA,"518,003,000",4,dJjAbiHMUh,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,002,001",2017-07-11
3992,中国光大银行股份有限公司,2017-07-28,1,AAA,"518,003,000",2,2024269,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-31
3993,扬州瘦西湖旅游发展集团有限公司,2017-09-06,1,AA+,"518,003,000",14,BgYeKfd37m,0,AA,调高,"536,001,001",2017-09-08
3994,湖北省供销合作社社有资产经营管理公司,2017-07-20,1,AA,"518,003,000",2,5OytOqCYok,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,0,首次,"536,001,001",2017-08-15
3995,北京碧水源科技股份有限公司,2017-01-10,1,AA+,"518,003,000",5,2A63DBF3A8,0,AA+,维持,"536,001,001",2017-08-21
3996,赣州毅德商贸物流园开发有限公司,2017-03-22,1,AA-,"518,003,000",19,M59rz1Il3R,0,0,首次,"536,001,001",2017-08-04
3997,京投发展股份有限公司,2017-06-16,1,AA,"518,003,000",7,1600683,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-21
3998,巨化集团有限公司,2017-06-29,1,AA+,"518,003,000",2,2008251,0,AA+,维持,"536,001,001",2017-06-30
3999,北控水务(中国)投资有限公司,2017-06-27,1,AAA,"518,003,000",4,wZJrydJpZ7,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AA+,调高,"536,001,001",2017-06-29
4000,新疆华凌工贸(集团)有限公司,2017-06-26,1,AA,"518,003,000",7,04188CDAEA,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-28
4001,北京金一文化发展股份有限公司,2017-06-22,1,AA,"518,003,000",6,45C88B6110,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-24
4002,铜陵化学工业集团有限公司,2017-09-12,1,AA,"518,003,000",2,0SS611E9A1,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-09-13
4003,淮安市水利控股集团有限公司,2017-07-24,1,AA+,"518,003,000",2,F1N6girO4m,0,AA+,维持,"536,001,001",2017-08-03
4004,北京首创融资担保有限公司,2017-06-20,1,AA,"518,003,000",5,0D889F199E,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,002,001",2017-06-21
4005,华夏幸福基业控股股份公司,2016-10-19,1,AAA,"518,003,000",19,11AD8C,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,AAA,维持,"536,001,001",2017-06-26
4006,南通新家园农业投资发展有限公司,2017-07-05,1,AA,"518,003,000",4,JErj25t7Li,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,0,首次,"536,001,001",2017-07-13
4007,深圳市海普瑞药业集团股份有限公司,2017-06-23,1,AA+,"518,003,000",7,2AF43BFEAF,0,AA+,维持,"536,001,001",2017-06-28
4008,湖北银行股份有限公司,2017-07-25,1,AA+,"518,003,000",2,fzSXwf72oh,0,AA+,维持,"536,001,001",2017-07-25
4009,重庆化医控股(集团)公司,2017-07-28,1,AA+,"518,003,000",2,06H7C7BBF3,0,AA+,维持,"536,001,001",2017-07-31
4010,如东县新天地投资发展有限公司,2017-06-29,1,AA,"518,003,000",14,769145110,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-07-03
4011,新疆五家渠城市建设投资经营有限公司,2017-06-23,1,AA,"518,003,000",4,2IabResyOD,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-26
4012,华夏人寿保险股份有限公司,2017-06-28,1,AA+,"518,003,000",2,04S4F10C80,0,AA+,维持,"536,001,001",2017-06-28
4013,沈阳煤业(集团)有限责任公司,2017-06-26,1,AA-,"518,003,000",5,16V9E4ED51,0,AA-,维持,"536,001,001",2017-06-26
4014,滕州市城市国有资产经营有限公司,2017-06-15,1,AA,"518,003,000",6,f4IClIwcwO,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-27
4015,石家庄市交通投资开发有限公司,2017-06-24,1,AA+,"518,003,000",14,rHZoQnLaBF,0,AA+,维持,"536,001,001",2017-06-29
4016,杭州余杭创新投资有限公司,2017-07-27,1,AA+,"518,003,000",2,GiMghXMZc4,0,AA+,维持,"536,001,001",2017-07-28
4017,郑州宇通集团有限公司,2017-07-28,1,AAA,"518,003,000",2,1HH4CA2BE9,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-31
4018,远洲集团股份有限公司,2017-06-12,1,AA-,"518,003,000",14,162289C6F1,0,AA-,维持,"536,001,001",2017-06-29
4019,重庆城市交通开发投资(集团)有限公司,2017-06-27,1,AAA,"518,003,000",7,4WH5761656,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-06-28
4020,扬州瘦西湖旅游发展集团有限公司,2017-08-30,1,AA+,"518,003,000",5,BgYeKfd37m,0,AA,调高,"536,001,001",2017-09-01
4021,福建旗滨集团有限公司,2017-07-26,1,AA,"518,003,000",4,1y0d7TtzRe,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-27
4022,云南国资昆明经开区产业开发有限公司,2017-06-28,1,AA-,"518,003,000",13,NsEXUyZPLE,0,AA-,维持,"536,001,001",2017-06-29
4023,阳光凯迪新能源集团有限公司,2017-07-20,1,AA,"518,003,000",6,1H415519F6,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-24
4024,湖南盈德气体有限公司,2017-06-26,1,AA,"518,003,000",4,502046337,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-28
4025,中国华能集团公司,2017-07-27,1,AAA,"518,003,000",5,2013546,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-07-27
4026,山东高速轨道交通集团有限公司,2017-07-19,1,AA,"518,003,000",6,N6p4gNIQ2Q,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-20
4027,公安县城建投资有限公司,2017-07-25,1,AA-,"518,003,000",14,735215379,0,AA-,维持,"536,001,001",2017-07-26
4028,精工控股集团有限公司,2017-06-25,1,AA,"518,003,000",14,0sRNHqMGEE,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
4029,福建省交通运输集团有限责任公司,2017-07-28,1,AA+,"518,003,000",2,0P54FA9C5A,0,AA+,维持,"536,001,001",2017-07-31
4030,申万宏源证券有限公司,2015-07-17,5,AA,0,15,a1pXByJ0HN,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,0,首次,"536,002,000",2015-07-17
4031,北京市国有资产经营有限责任公司,2017-06-20,1,AAA,"518,003,000",2,502032433,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-20
4032,湖南天易集团有限公司,2017-06-28,1,AA,"518,003,000",2,a54Gyenbn3,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-29
4033,怀化市交通建设投资有限公司,2017-09-04,1,AA,"518,003,000",5,APsUSKDFkm,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-09-06
4034,武汉市黄陂区城建投资开发有限公司,2017-06-27,1,AA,"518,003,000",5,731083532,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-28
4035,重庆协信远创实业有限公司,2017-06-21,1,AA,"518,003,000",7,CDC820,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-23
4036,长江证券(上海)资产管理有限公司,2016-07-15,5,BB,0,15,TMt6sh9NxZ,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,0,首次,"536,002,000",2017-07-31
4037,彭山发展控股有限责任公司,2017-08-11,1,AA-,"518,003,000",2,451695761,0,0,首次,"536,001,001",2017-08-28
4038,厦门建发集团有限公司,2017-06-23,1,AAA,"518,003,000",5,2007632,AAA级债为最高级债，其还本付息能力最强。,AA-,调高,"536,002,001",2017-06-26
4039,民生金融租赁股份有限公司,2017-06-26,1,AAA,"518,003,000",5,3hQ467C569,AAA级债为最高级债，其还本付息能力最强。,0,首次,"536,001,001",2017-08-02
4040,广东省广物控股集团有限公司,2017-07-26,1,AA+,"518,003,000",5,0P161C9EFB,0,AA+,维持,"536,001,001",2017-07-27
4041,华泰证券(上海)资产管理有限公司,2016-07-15,5,BBB,0,15,vFZXXofsgh,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,0,首次,"536,002,000",2017-07-31
4042,新兴发展集团有限公司,2017-07-28,1,AA,"518,003,000",2,Yn9CD7rSvl,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-31
4043,惠安县国有资产投资经营有限公司,2017-08-30,1,AA-,"518,003,000",2,0SL3B245AF,0,AA-,维持,"536,001,001",2017-08-30
4044,重庆大足国有资产经营管理集团有限公司,2017-06-19,1,AA,"518,003,000",7,zaYFO3eIHx,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-21
4045,中天金融集团股份有限公司,2017-06-22,1,AA+,"518,003,000",6,1000540,0,AA,调高,"536,001,001",2017-06-23
4046,上海华信国际集团有限公司,2017-08-18,1,AAA,"518,003,000",2,cgsvIRbMjQ,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-08-18
4047,广元市投资控股(集团)有限公司,2016-12-01,1,AA,"518,003,000",19,j90KzA6OaE,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-21
4048,巨化集团有限公司,2017-07-06,1,AA+,"518,003,000",13,2008251,0,AA+,维持,"536,001,001",2017-07-11
4049,江西银行股份有限公司,2017-06-29,1,AA+,"518,003,000",5,04A57686CB,0,AA+,维持,"536,001,001",2017-06-30
4050,东莞证券股份有限公司,2017-06-22,1,AA+,"518,003,000",14,502036560,0,AA+,维持,"536,001,001",2017-07-06
4051,北方联合电力有限责任公司,2017-07-27,1,AA+,"518,003,000",2,16B90F6B30,0,AAA,调低,"536,001,001",2017-07-28
4052,安徽省铜陵市承接产业转移示范园区建设投资有限责任公司,2017-06-28,1,AA,"518,003,000",4,DVkqz8QJPE,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-29
4053,鄂尔多斯市东胜城市建设开发投资集团有限责任公司,2017-09-14,1,A+,0,14,ylvwToiH77,0,0,首次,"536,002,001",2017-09-18
4054,江苏姜堰农村商业银行股份有限公司,2017-07-26,1,AA-,"518,003,000",2,04A574B44B,0,AA-,维持,"536,001,001",2017-07-27
4055,常熟市滨江城市建设经营投资有限责任公司,2017-06-30,1,AA,"518,003,000",4,y1Og7aVadG,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-03
4056,长沙市麓山城市建设投资有限责任公司,2017-06-22,1,AA,"518,003,000",19,502040086,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-08-14
4057,东亚银行有限公司,2017-07-10,1,A3,"518,002,000",16,08R9CB8061,A级债务为中上等级，有低信用风险;修正数字3则表示该债务在所属同类评级中排位较低,A3,维持,"536,002,002",2017-07-10
4058,东亚银行有限公司,2017-07-10,1,A-,"518,003,000",1,08R9CB8061,清偿能力强，有时会受经营环境和其它内外部条件不良变化的影响，但是风险较小。,A,调低,"536,002,002",2017-07-10
4059,常德财鑫投融资担保集团有限公司,2017-08-31,1,AA-,"518,003,000",13,3YtUSTdom,0,AA-,维持,"536,001,001",2017-09-18
4060,远东国际租赁有限公司,2017-05-10,1,AAA,"518,003,000",13,04F92D0480,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-07-03
4061,徐州经济技术开发区国有资产经营有限责任公司,2017-06-26,1,AA,"518,003,000",6,YqYHKCysGA,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-27
4062,中节能风力发电股份有限公司,2017-08-28,1,AA+,"518,003,000",6,v7j8XiuJNB,0,0,首次,"536,001,001",2017-09-04
4063,日照港集团有限公司,2017-07-17,1,AA+,"518,003,000",6,0IM93D9E07,0,AA+,维持,"536,001,001",2017-07-18
4064,北京市海淀区国有资本经营管理中心,2017-07-28,1,AAA,"518,003,000",6,AnYhEC9dO1,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-07-31
4065,中国中药控股有限公司,2017-06-20,1,AAA,"518,003,000",5,08R9CC9E6D,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-06-21
4066,秀山工业发展投资有限公司,2017-06-14,1,AA-,"518,003,000",14,79351027X,0,AA-,维持,"536,001,001",2017-06-23
4067,东莞证券股份有限公司,2017-06-22,1,AA+,"518,003,000",13,502036560,0,AA+,维持,"536,001,001",2017-06-23
4068,马鞍山慈湖高新技术产业开发区投资发展有限公司,2017-06-18,1,AA,"518,003,000",14,UGLblMvo4e,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
4069,光大金融租赁股份有限公司,2017-07-26,1,AAA,"518,003,000",2,2NV7F6C337,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-27
4070,广东恒健投资控股有限公司,2017-06-27,1,AAA,"518,003,000",13,48261E35E5,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-06-29
4071,山东世纪阳光纸业集团有限公司,2017-07-24,1,AA-,"518,003,000",14,VctJCiTIgx,0,AA-,维持,"536,001,001",2017-07-31
4072,寿光晨鸣控股有限公司,2017-06-30,1,AA,"518,003,000",2,16L080053F,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-30
4073,广东华兴银行股份有限公司,2017-07-19,1,AA,"518,003,000",2,TzdUzhXR2n,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-20
4074,广田控股集团有限公司,2017-06-20,1,AA,"518,003,000",7,4JR59F9F72,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA-,调高,"536,001,001",2017-06-22
4075,泰安泰山控股有限公司,2017-06-26,1,AA,"518,003,000",19,67554513X,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-27
4076,大全集团有限公司,2017-07-25,1,AA,"518,003,000",6,2AF4DDFE3B,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-26
4077,重庆市万盛经济技术开发区开发投资集团有限公司,2017-06-22,1,AA,"518,003,000",5,abalQXn3lD,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-23
4078,西安银行股份有限公司,2017-07-24,1,AA+,"518,003,000",6,04P43A24F6,0,AA+,维持,"536,001,001",2017-07-25
4079,华安证券股份有限公司,2017-08-14,5,A,0,15,602406,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
